Codigo,Pais,T_Ini,T_Fin,Dif_T,Freq_B,Freq_A,T_Max,Ener,Max_Ent,Max_Freq,Max_poder,Min_Entropia,Frecuenca_pico
CR355,Costa Rica,1.91,2.256,0.346,812.4,5686.6,2.148,94.3,5.024,1550.4,82.5,1.829,1550.4
CR356,Costa Rica,2.507,2.722,0.215,928.4,5338.4,2.688,91.5,5.147,1550.4,81.7,1.519,1550.4
CR357,Costa Rica,2.901,3.116,0.215,1102.5,7079.2,3.007,94.5,4.656,3186.9,83.8,1.871,3186.9
CR358,Costa Rica,3.319,3.546,0.227,1102.5,5570.5,3.39,93.6,4.119,3445.3,82.3,1.782,3445.3
CR359,Costa Rica,3.868,4.107,0.239,1102.5,5222.4,4.063,93.8,4.221,1464.3,85.3,1.663,1464.3
CR360,Costa Rica,4.477,4.68,0.203,1218.6,4932.2,4.621,95.2,3.222,1464.3,86.4,1.592,1464.3
CR361,Costa Rica,5.133,5.384,0.251,1392.6,5512.5,5.259,97.1,4.974,1464.3,85.7,1.158,1464.3
CR362,Costa Rica,5.695,5.969,0.275,1682.8,5860.7,5.834,95.1,5.043,3273,86,1.761,3273
CR363,Costa Rica,6.124,6.339,0.215,1856.8,5454.5,6.171,88.6,4.192,3186.9,78.2,1.656,3186.9
CR364,Costa Rica,6.721,6.9,0.179,1914.9,4932.2,6.821,87.8,4.2,3014.6,80.6,1.399,3014.6
CR365,Costa Rica,8.154,8.333,0.179,1334.6,6731.1,8.231,94.4,5.146,1636.5,82.5,2.384,1636.5
CR366,Costa Rica,8.536,8.727,0.191,1160.5,4932.2,8.539,91.4,4.482,1464.3,84,1.451,1464.3
CR367,Costa Rica,9.921,10.136,0.215,1218.6,5686.6,9.921,95,4.464,1636.5,85.7,1.363,1636.5
CR368,Costa Rica,10.494,10.673,0.179,1450.7,6498.9,10.507,94.1,4.172,3100.8,83.3,2.06,3100.8
CR369,Costa Rica,11.568,11.867,0.298,1392.6,5106.3,11.569,94.2,3.934,1636.5,83.7,1.379,1636.5
ECU1,Ecuador ,0.565416428,1.206221714,1.153,239.9,4040.4,0.76,117.5,4.755,1722.7,109,1.402,1722.7
ECU2,Ecuador ,1.243916142,1.602013213,1,34.2,3800.8,1.283,112.3,4.32,1550.4,104.6,1.416,1550.4
ECU3,Ecuador ,1.67740207,2.355901784,1.153,0,3526.6,1.846,117.1,4.621,1550.4,108.1,1.372,1550.4
ECU4,Ecuador ,4.002902067,4.509598531,0.923,137,4108.7,4.087,115.6,4.91,1808.8,107.2,1.616,1808.8
ECU5,Ecuador ,4.560268178,4.89806582,1.23,68.5,3766.3,4.638,103.9,4.814,1550.4,95.6,1.874,1550.4
ECU6,Ecuador ,4.965625349,5.590550988,0.625,34.2,3492.4,5.074,116,4.827,1550.4,105.7,1.473,1550.4
ECU7,Ecuador ,6.198586745,6.823512384,0.625,34.2,3937.5,6.304,115.8,4.866,1722.7,105.6,1.404,1722.7
ECU8,Ecuador ,6.891071913,7.380878495,0.49,102.7,3595.1,6.989,111.1,4.486,1464.3,99.7,1.543,1464.3
ECU9,Ecuador ,9.627232819,10.18459893,0.557,102.7,3937.5,9.747,118.7,4.922,1722.7,109.2,1.415,1722.7
ECU10,Ecuador ,10.21837869,10.60684598,0.388,0,3560.9,10.275,109.3,4.777,1550.4,101.5,1.488,1550.4
ECU11,Ecuador ,10.74196504,11.43445021,0.692,34.2,3389.7,10.85,115.7,4.668,1550.4,107.4,1.381,1550.4
ECU12,Ecuador ,12.3523138,12.94620392,0.594,1335.3,4065.5,12.51,115.5,4.699,1722.7,107.1,1.59,1722.7
ECU13,Ecuador ,12.94620392,13.46585778,0.52,942,3495.1,12.968,105.8,4.358,1550.4,93.3,1.581,1550.4
ECU14,Ecuador ,13.52153498,14.26389764,0.742,942,3390.9,13.659,114.6,4.45,1550.4,104.1,1.425,1550.4
ECU15,Ecuador ,14.7835515,15.3960007,0.612,1035.8,3995.3,14.965,118,4.65,1722.7,109.5,1.513,1722.7
ECU16,Ecuador ,15.48284223,16.28659133,0.804,814.2,4011.6,15.679,114.4,4.664,1722.7,105.5,1.317,1722.7
ECU17,Ecuador ,16.94525937,17.67936955,0.734,892.2,4271.6,17.09,116.2,4.594,1722.7,108,1.469,1722.7
ECU18,Ecuador ,17.68914621,18.35942073,0.67,840.2,4076.6,17.804,114.4,4.654,1550.4,105.8,1.424,1550.4
ECU19,Ecuador ,19.23605374,19.89472178,0.659,762.2,4141.6,19.313,118.2,4.688,1722.7,108.1,1.492,1722.7
ECU20,Ecuador ,20.03136651,20.84091886,0.81,736.2,3920.7,20.219,116.5,4.647,1550.4,108.2,1.396,1550.4
ECU21,Ecuador ,20.86703345,21.73751983,0.87,480.9,3907.7,21.002,115.7,4.968,1550.4,106.2,1.415,1550.4
ECU22,Ecuador ,0.258397441,0.980128225,0.722,394.7,11447.4,0.485,120.1,5.476,3468.8,106.5,1.525,3468.8
ECU23,Ecuador ,0.99349361,1.167243614,1.507,0,11631.1,1.008,111.3,4.625,3187.5,104.7,1.574,3187.5
ECU24,Ecuador ,1.172633404,1.407135157,1.463,275.8,11171.4,1.184,106.3,4.489,3187.5,100.9,1.786,3187.5
ECU25,Ecuador ,2.528020724,3.03347528,0.763,183.9,13470.1,2.603,119.6,5.616,3468.8,107,1.794,3468.8
ECU26,Ecuador ,3.046840665,3.229095913,1.124,137.9,13010.3,3.088,112.4,4.799,3187.5,105.8,1.492,3187.5
ECU27,Ecuador ,3.227880878,3.368824937,1.124,183.9,12366.7,3.248,106.5,4.024,3000,102.2,2.064,3000
ECU28,Ecuador ,4.369751061,4.760992328,1.115,91.9,11217.4,4.427,116.9,5.361,3375,107.1,1.573,3375
ECU29,Ecuador ,4.897076247,5.08054653,1.071,137.9,13194.2,4.939,113.5,4.801,3187.5,105.7,1.432,3187.5
ECU30,Ecuador ,5.08540667,5.273737094,1.062,275.8,12550.6,5.115,108.9,4.102,3000,103.2,1.831,3000
ECU31,Ecuador ,6.371866474,6.771612986,1.557,46,12090.9,6.432,118.3,4.903,3562.5,106.5,1.56,3562.5
ECU32,Ecuador ,6.956298304,7.119112993,1.256,275.8,12780.5,6.976,111.2,4.148,3187.5,103.7,1.554,3187.5
ECU33,Ecuador ,7.127311207,7.39340387,1.486,137.9,12412.7,7.163,106.2,4.452,3093.8,100.1,1.982,3093.8
ECU34,Ecuador ,7.548723509,7.703032953,1.495,0,11539.2,7.589,98.1,4.89,2718.8,93.3,2.969,2718.8
ECU35,Ecuador ,7.709108128,7.873137851,1.407,183.9,11125.4,7.728,105.2,4.007,3000,98,1.919,3000
ECU36,Ecuador ,8.951599671,9.322185343,0.973,91.9,13332.1,9.061,118,5.334,3468.8,105.3,1.642,3468.8
ECU37,Ecuador ,9.521451081,9.730437099,1.044,321.8,12366.7,9.573,110.4,4.808,3187.5,102.8,1.485,3187.5
ECU38,Ecuador ,9.736432701,9.939343545,0.956,137.9,11907,9.76,103.5,4.427,2906.2,97.1,2.162,2906.2
ECU39,Ecuador ,10.13321466,10.28509403,1.74,321.8,11493.2,10.176,101.3,4.844,2718.8,94.3,2.442,2718.8
ECU40,Ecuador ,10.2911692,10.51230557,0.06,183.9,11217.4,10.331,99.7,4.609,2718.8,94.1,2.55,2718.8
ECU41,Ecuador ,10.805129,11.17328461,1.296,138.7,13966,10.923,119.9,4.011,3187.5,106,1.744,3187.5
ECU42,Ecuador ,11.32531095,11.50999627,1.764,138.7,13226,11.349,110.8,4.432,3281.2,102.9,1.747,3281.2
ECU43,Ecuador ,0.45367957,0.998095054,1.416,23.9,5380.6,0.639,110.2,5.426,1636.5,98.7,1.562,1636.5
ECU44,Ecuador ,1.374000984,1.827680554,1.764,0,6767.6,1.591,110.3,4.638,1464.3,99,1.713,1464.3
ECU45,Ecuador ,1.957303288,2.436907405,1.68,25.7,5930.6,2.159,106.6,4.707,2842.4,93.7,2.123,2842.4
ECU46,Ecuador ,2.488581923,2.814777316,1.236,51.5,6097.4,2.688,101.2,4.813,2756.2,88.3,2.217,2756.2
ECU47,Ecuador ,3.095759303,3.591511706,1.356,51.5,6097.4,3.222,107.7,5.039,1464.3,98.4,1.509,1464.3
ECU48,Ecuador ,3.604431849,3.896715839,1.2,51.5,5737.2,3.628,96.7,4.523,1464.3,85.3,2.393,1464.3
ECU49,Ecuador ,3.914483058,4.24229328,1.56,25.7,6071.7,4.046,113,4.239,1464.3,103.9,1.359,1464.3
ECU50,Ecuador ,4.419927745,4.592714414,1.524,25.7,6123.1,4.458,100.2,4.259,1464.3,91.6,1.906,1464.3
ECU51,Ecuador ,4.605633285,4.757427181,1.392,51.5,5917.3,4.632,98.8,4.647,2756.2,91.4,2.243,2756.2
ECU52,Ecuador ,4.780034782,4.888228303,1.836,51.5,5762.9,4.801,98.1,4.338,2756.2,92.8,1.842,2756.2
ECU53,Ecuador ,4.946363142,5.086853237,0.14,0,5454.2,4.998,91.6,5.097,2497.9,83.5,2.662,2497.9
ECU54,Ecuador ,5.117798823,5.24375546,0.126,51.5,5299.8,5.166,95.4,4.973,2584,88.5,2.143,2584
ECU55,Ecuador ,5.303504121,5.586099139,0.283,51.5,5582.8,5.41,108.8,4.957,1464.3,97.3,1.848,1464.3
ECU56,Ecuador ,5.784723066,5.939746619,0.155,51.5,5248.4,5.84,93.4,4.308,1292,83.2,2.211,1292
ECU57,Ecuador ,5.954280077,6.088310858,0.134,0,4965.4,5.973,94.1,4.086,1378.1,84.4,2.318,1378.1
ECU58,Ecuador ,6.189989835,6.763254016,0.573,205.8,6843.5,6.362,113.1,4.756,1464.3,104.1,1.374,1464.3
ECU59,Ecuador ,6.779402302,6.950574142,0.171,77.2,6406.1,6.832,100.4,4.598,2584,89.2,2.399,2584
ECU60,Ecuador ,7.055538006,7.312295766,0.257,25.7,5557.1,7.175,109.3,4.288,1464.3,100.8,1.654,1464.3
ECU61,Ecuador ,8.378129732,8.691406496,0.313,0,6714.8,8.557,112.4,5.1,1378.1,102,1.407,1378.1
ECU62,Ecuador ,8.928786311,9.095113665,0.166,25.7,6534.7,8.969,101.3,4.585,1378.1,92.2,2.273,1378.1
ECU63,Ecuador ,9.314730365,9.49236152,0.178,102.9,6045.9,9.404,100.4,4.179,1464.3,93.7,1.793,1464.3
ECU64,Ecuador ,9.673222331,9.839549685,0.166,0,5814.4,9.729,94.2,4.793,2670.1,86.2,2.369,2670.1
ECU65,Ecuador ,0.195393729,0.814140537,0.619,25.7,11805.4,0.437,118.4,5.001,3187.5,107.5,1.897,3187.5
ECU66,Ecuador ,0.908389389,1.133778513,1.68,154.1,11404.2,0.997,106.1,4.83,2812.5,98.5,1.617,2812.5
ECU67,Ecuador ,1.148509828,1.329705006,0.181,0,10993.3,1.179,106.4,4.815,2812.5,99.9,1.579,2812.5
ECU68,Ecuador ,2.186958197,2.446229346,0.259,102.7,13048.1,2.32,112.1,5.316,2906.2,99.9,1.906,2906.2
ECU69,Ecuador ,2.735239191,2.895810528,0.161,102.7,10993.3,2.784,101.8,4.772,2906.2,94.3,1.946,2906.2
ECU70,Ecuador ,2.945297375,3.086718001,0.141,205.5,10685,3.013,98.8,4.635,2625,90.8,2.06,2625
ECU71,Ecuador ,3.911350439,4.154417141,0.243,51.4,13407.7,3.979,114.8,4.682,3187.5,102.5,1.957,3187.5
ECU72,Ecuador ,4.470827795,4.628452869,0.158,51.4,10479.6,4.517,104,4.786,2906.2,98.3,1.632,2906.2
ECU73,Ecuador ,4.66822742,4.836164414,0.168,51.4,10428.2,4.72,98.2,4.909,2812.5,91.2,2.113,2812.5
ECU74,Ecuador ,5.737681538,6.08681371,0.349,0,11558.3,5.845,115,4.699,3000,102.1,1.632,3000
ECU75,Ecuador ,6.290390678,6.453908277,0.164,102.7,9503.5,6.331,104.9,4.275,2812.5,96.9,1.463,2812.5
ECU76,Ecuador ,6.502208993,6.680457908,0.178,51.4,9503.5,6.523,102.2,4.65,2812.5,96.2,1.5,2812.5
ECU77,Ecuador ,7.645922125,7.915505195,0.27,205.5,12020.7,7.723,111.9,4.391,3093.8,100.6,1.626,3093.8
ECU78,Ecuador ,8.184480203,8.368621644,0.184,205.5,10376.8,8.251,100.6,4.522,2718.8,93.8,1.609,2718.8
ECU79,Ecuador ,8.414288721,8.596957031,0.183,0,10274.1,8.448,95.2,4.86,2625,88.9,1.989,2625
ECU80,Ecuador ,9.344386532,9.637539706,0.293,51.4,12174.8,9.451,114.5,4.369,3000,103.8,1.849,3000
ECU81,Ecuador ,9.886780782,10.06650283,0.18,102.7,10479.6,9.941,104.1,4.972,2906.2,97,1.652,2906.2
ECU82,Ecuador ,10.11216991,10.26242932,0.15,205.5,10376.8,10.155,102.2,4.128,2718.8,96.3,1.673,2718.8
ECU83,Ecuador ,11.10855333,11.40023337,0.292,102.7,13356.3,11.173,116.4,4.208,3187.5,104.6,1.8,3187.5
ECU84,Ecuador ,11.63004189,11.80092514,0.171,0,13099.4,11.685,107.5,4.75,2906.2,100.2,1.864,2906.2
ECU85,Ecuador ,11.84659222,11.99537851,0.149,102.7,13099.4,11.872,103.7,4.287,2906.2,96,2.072,2906.2
ECU86,Ecuador ,12.59903325,12.93048784,0.331,102.7,15308.4,12.677,120.7,4.123,3187.5,108.9,1.615,3187.5
ECU87,Ecuador ,0.618494698,1.262760007,0.644,296,9989.1,1.26,117.7,5.215,1550.4,106.6,1.507,1550.4
ECU88,Ecuador ,1.395083859,1.709624162,0.315,342,9220.1,1.608,114.7,4.123,2584,103.2,1.774,2584
ECU89,Ecuador ,1.974271865,2.273627463,0.299,20,7840.1,2.165,114.3,4.178,2670.1,104.9,1.753,2670.1
ECU90,Ecuador ,3.153414656,3.439754794,0.286,0,10120.1,3.32,115.7,4.304,2756.2,105.4,1.654,2756.2
ECU91,Ecuador ,3.452770255,3.728264175,0.275,92,9798.1,3.57,117.4,4.091,1550.4,106.3,1.727,1550.4
ECU92,Ecuador ,3.741279636,3.908311383,0.167,46,9108.1,3.791,107.8,4.453,2670.1,99.4,2.131,2670.1
ECU93,Ecuador ,3.921326844,4.036296748,0.115,0,8556.1,3.965,108.5,3.879,2756.2,100.2,1.962,2756.2
ECU94,Ecuador ,4.051481452,4.218513199,0.167,46,8142.1,4.081,110.3,4.112,3100.8,99.3,2.074,3100.8
ECU95,Ecuador ,4.353006294,4.702254493,0.349,25.7,7682.1,4.528,111.4,4.446,2756.2,102.7,1.975,2756.2
ECU96,Ecuador ,5.276349479,5.736229094,0.46,0,10902.1,5.375,117.4,4.164,1550.4,104.7,1.615,1550.4
ECU97,Ecuador ,5.790460181,5.966168902,0.176,46,9936.1,5.857,110,4.441,3186.9,98.8,2.311,3186.9
ECU98,Ecuador ,5.981353606,6.115846701,0.134,0,9016.1,6.014,106.3,4.026,2756.2,95.6,2.564,2756.2
ECU99,Ecuador ,6.527105927,6.971800838,0.445,92,8786.1,6.751,111.3,4.803,2756.2,100.9,1.856,2756.2
ECU100,Ecuador ,7.295018115,7.59220447,0.297,0,8142.1,7.407,105.9,5.467,1550.4,96.3,1.828,1550.4
ECU101,Ecuador ,7.62109356,8.024572845,0.403,138,8004.1,7.761,114.2,4.427,1378.1,100.1,2.013,1378.1
ECU102,Ecuador ,8.055049871,8.553975868,0.499,184,7866.1,8.156,116.7,4.408,1550.4,103.9,1.706,1550.4
ECU103,Ecuador ,8.580660831,8.804092908,0.223,138,7774.1,8.638,104.6,4.194,1636.5,93.1,1.895,1636.5
ECU104,Ecuador ,8.83012383,9.168525811,0.338,102.7,7590.1,8.992,112.1,4.433,2670.1,101.7,1.961,2670.1
ECU105,Ecuador ,9.9523475,10.39704241,0.445,0,10994.1,10.147,118.1,5.222,2756.2,106.7,1.935,2756.2
ECU106,Ecuador ,10.43391955,10.72893666,0.295,138,10672.1,10.565,113.7,4.401,1550.4,101.7,1.758,1550.4
ECU107,Ecuador ,11.15160597,11.65053197,0.499,46,9752.1,11.355,111.5,4.984,2842.4,99.6,2.295,2842.4
ECU108,Ecuador ,11.99761092,12.41627491,0.419,46,11316.1,12.173,117.8,5.146,1464.3,104.5,1.789,1464.3
ECU109,Ecuador ,3.679566502,4.011441052,0.332,226,4482.5,3.704,102.2,4.259,1378.1,93.2,2.284,1550.4
ECU110,Ecuador ,4.114436601,4.577916575,0.463,0,4520.1,4.151,98.6,4.839,1378.1,90.4,2.235,1550.4
ECU111,Ecuador ,4.949844949,5.647925898,0.698,18.8,4557.8,5.103,114.6,4.915,1550.4,105.5,1.504,1722.7
ECU112,Ecuador ,5.939746622,6.317396971,0.378,18.8,4482.5,5.979,103.5,5.065,1378.1,96.4,1.6,1464.3
ECU113,Ecuador ,6.443280421,7.049809769,0.607,0,4369.5,6.583,116.3,4.85,1550.4,105.8,1.364,1722.7
ECU114,Ecuador ,7.220509743,7.586716142,0.366,113,4501.3,7.279,108.3,4.332,1378.1,99.6,1.827,1550.4
ECU115,Ecuador ,8.130303765,8.713945214,0.584,0,4444.8,8.266,118.7,4.597,1550.4,110.5,1.327,1550.4
ECU116,Ecuador ,8.977156063,9.326196537,0.349,0,4331.8,9.009,106.4,4.418,1378.1,99.3,2.002,1722.7
ECU117,Ecuador ,9.588944908,10.20691821,0.618,18.8,4991,9.77,117.7,4.899,1550.4,109.1,1.426,1550.4
ECU118,Ecuador ,10.47012906,10.81916953,0.349,18.8,4520.1,10.513,107.5,4.003,1378.1,98.6,1.707,1550.4
ECU119,Ecuador ,11.6030801,12.18099958,0.578,0,4237.6,11.714,114.7,4.969,1550.4,107,1.27,1464.3
ECU120,Ecuador ,12.43574584,12.83628409,0.401,428.3,4689.6,12.504,104.2,4.573,1378.1,97.4,1.596,1464.3
ECU121,Ecuador ,13.11666087,13.70030232,0.584,113,4727.3,13.247,107.8,5.03,1378.1,98,1.343,1464.3
ECU122,Ecuador ,14.0036617,14.53580537,0.532,0,4840.3,14.1,113.9,3.853,1550.4,105.2,1.37,1464.3
ECU123,Ecuador ,15.4825618,16.123423,0.641,56.5,5254.6,15.615,116.7,4.517,1550.4,108.7,1.345,1464.3
ECU124,Ecuador ,16.89882164,17.59690258,0.698,113,5367.6,17.084,114.5,5.1,1550.4,106.8,1.445,1464.3
ECU125,Ecuador ,18.78600475,19.32959237,0.544,37.7,4915.6,18.855,110.9,4.708,1378.1,101,1.376,1464.3
ECU126,Ecuador ,20.25118078,20.7718805,0.521,0,4802.6,20.341,113.9,4.413,1550.4,106.3,1.352,3281.2
ECU127,Ecuador ,21.54814021,22.22333325,0.675,0,4633.1,21.687,114.9,4.853,1464.3,106.2,1.305,3375
ECU128,Ecuador ,22.60619413,23.20127953,0.595,18.8,4765,22.703,107.3,4.849,1378.1,97,1.807,1378.1
ECU129,Ecuador ,24.08965206,24.79917696,0.71,428.3,4915.6,24.236,105,5.099,1378.1,94.6,1.386,1636.5
ECU130,Ecuador ,25.79261599,26.53075077,0.738,0,4953.3,25.942,115.9,5.084,1464.3,105.5,1.481,1378.1
ECU131,Ecuador ,4.071781126,5.980428529,1.909,261.7,4187.5,5.01,96.3,4.918,1378.1,83.3,2.221,1550.4
ECU132,Ecuador ,6.626157837,7.939021845,1.313,428.3,4085.7,6.978,97.2,4.873,1378.1,85.7,2.262,1378.1
ECU133,Ecuador ,9.316102028,10.37210134,1.056,576.6,4316.3,9.532,102.9,4.861,2756.2,95.1,1.732,3531.4
ECU134,Ecuador ,11.7810678,12.67295911,0.892,65.9,3970.4,12.237,104.2,4.974,2670.1,91.3,1.917,1378.1
ECU135,Ecuador ,14.00009338,15.17025478,1.17,131.8,3970.4,14.292,102.2,4.745,1378.1,91.1,1.632,1378.1
ECU136,Ecuador ,15.947984,16.96830766,1.02,247.1,3986.9,16.132,109.5,4.784,1464.3,99.7,1.748,1464.3
ECU137,Ecuador ,18.00116741,18.77176151,0.771,82.4,3756.2,18.471,109.4,4.425,1378.1,98.9,1.451,1378.1
ECU138,Ecuador ,19.91338238,20.49846308,0.585,115.3,3855.1,20.132,98.2,4.689,1550.4,86.5,2.014,1550.4
ECU139,Ecuador ,20.60549004,21.05500326,0.45,98.8,3690.3,20.718,106.6,4.275,1378.1,99.7,1.342,1378.1
ECU140,Ecuador ,21.14062482,21.39748952,0.257,115.3,3459.7,21.188,90.7,4.343,2928.5,81.7,2.345,2928.5
ECU141,Ecuador ,24.07351752,24.82984135,0.756,32.9,3575,24.265,106.8,4.502,1378.1,99.4,1.459,1378.1
ECU142,Ecuador ,25.521949,26.42097544,0.899,65.9,3772.7,25.96,110.6,4.638,1464.3,99.9,1.363,1464.3
ECU143,Ecuador ,27.3388016,28.20928752,0.87,82.4,3838.6,27.638,105.4,4.74,1378.1,97.4,1.611,1378.1
ECU144,Ecuador ,28.28777396,28.7658277,0.478,98.8,3723.3,28.392,105.9,4.698,1464.3,96.4,1.475,1464.3
ECU145,Ecuador ,29.63631362,30.34269153,0.706,65.9,3789.2,29.82,110.2,4.088,1378.1,101.6,1.271,1378.1
ECU146,Ecuador ,30.7999532,31.92730382,1.127,65.9,3756.2,31.266,112.3,4.639,1464.3,102.7,1.226,1464.3
ECU147,Ecuador ,32.91195183,33.95368088,1.042,65.9,3986.9,33.355,110.5,4.773,1464.3,100.1,1.383,1464.3
ECU148,Ecuador ,35.11592831,36.17906275,1.063,98.8,3904.5,35.48,112.5,4.719,1464.3,102.9,1.328,1464.3
ECU149,Ecuador ,37.39290858,38.1706378,0.778,995.8,3822.1,37.692,112.4,4.938,1464.3,103,1.538,1464.3
ECU150,Ecuador ,39.61906929,40.40393364,0.785,32.9,3904.5,39.822,115.6,4.466,1464.3,106.6,1.365,1464.3
ECU151,Ecuador ,41.78484399,42.56257321,0.778,65.9,3690.3,41.958,112.5,4.667,1464.3,103.3,1.435,1464.3
ECU152,Ecuador ,43.65720898,44.50628951,0.849,65.9,3772.7,43.781,115.3,4.68,1464.3,104.4,1.327,1464.3
ECU153,Ecuador ,0.413181055,2.224821067,1.812,0,15548.5,0.699,125.5,5.462,3281.2,111.3,1.336,3281.2
ECU154,Ecuador ,3.474344739,4.679847251,1.206,182.9,14999.8,3.648,127.3,5.006,3375,112.8,1.761,3375
ECU155,Ecuador ,6.252600659,7.092388926,0.84,0,14268.1,6.432,120.5,5.278,2812.5,112,1.534,2812.5
ECU156,Ecuador ,9.164769649,9.991012945,0.826,247.1,13262,9.344,117,5.123,3000,105.8,1.663,3000
ECU157,Ecuador ,10.96625093,11.79249423,0.826,182.9,14176.6,11.115,120.3,5.303,3187.5,110.9,1.72,3187.5
ECU158,Ecuador ,13.26889618,14.00032467,0.731,995.8,14816.8,13.477,122.2,5.102,3187.5,112.1,1.443,3187.5
ECU159,Ecuador ,15.38026452,16.00333323,0.623,91.5,11341.3,15.621,117.2,5.082,1500,106,1.828,1500
ECU160,Ecuador ,16.04396815,16.46386228,0.42,0,9512,16.059,105.1,4.721,2812.5,93.6,2.182,2812.5
ECU161,Ecuador ,16.80248658,17.00566116,0.203,91.5,6676.7,16.869,96,4.811,93.8,84,1.251,93.8
ECU162,Ecuador ,17.79126954,18.59042289,0.799,91.5,14999.8,17.973,120.6,4.913,3187.5,107.9,1.82,3187.5
ECU163,Ecuador ,19.59275082,20.29708937,0.704,995.8,14816.8,19.707,122.7,5.151,3375,110.3,1.775,3375
ECU164,Ecuador ,21.16396758,22.01730082,0.853,247.1,10335.2,21.323,115.4,4.789,3093.8,102.5,1.406,3093.8
ECU165,Ecuador ,25.30447002,26.56415242,1.26,995.8,14999.8,25.701,121.5,5.059,1406.2,110,1.606,1406.2
ECU166,Ecuador ,27.40394069,28.50108342,1.097,115.3,14268.1,27.712,121.8,5.042,1593.8,110.6,1.762,1593.8
ECU167,Ecuador ,29.48183376,30.10490248,0.623,65.9,14542.5,29.707,122.6,4.734,1406.2,111.5,2.133,1406.2
ECU168,Ecuador ,30.68733628,31.08014047,0.393,82.4,6310.9,30.8,103.7,4.761,2250,91.8,1.46,2250
ECU169,Ecuador ,32.23146309,33.28797091,1.057,98.8,15365.6,32.48,124.6,4.652,1406.2,112.7,1.4,1406.2
ECU170,Ecuador ,0.934668977,1.347891051,0.413,65.9,15116,0.94,116.3,4.664,86.1,106,1.197,86.1
ECU171,Ecuador ,1.558750165,1.79973201,0.241,65.9,5176.3,1.625,107.1,4.497,1378.1,96.6,2.119,1378.1
ECU172,Ecuador ,1.842985161,1.991281681,0.148,201.7,4840.1,1.887,104.9,4.516,1378.1,97.3,1.761,1378.1
ECU173,Ecuador ,2.040713855,2.294053743,0.253,0,4705.7,2.067,105.8,4.576,1464.3,96.2,2.304,1464.3
ECU174,Ecuador ,2.683332108,3.202369928,0.519,115.3,6050.2,2.879,115.8,5.32,1550.4,104.4,2.147,1550.4
ECU175,Ecuador ,3.319771339,3.647259488,0.327,995.8,4907.4,3.402,105.3,4.704,1464.3,92.9,2.135,1464.3
ECU176,Ecuador ,4.654440019,5.037539362,0.383,67.2,7327.4,4.737,114.4,4.583,1636.5,103.4,2.069,1636.5
ECU177,Ecuador ,5.074613492,5.340311424,0.266,0,6722.4,5.103,104,4.638,1550.4,92.8,2.316,1550.4
ECU178,Ecuador ,5.587472291,6.069435981,0.482,67.2,4033.5,5.648,106.6,4.582,1378.1,93,2.463,1378.1
ECU179,Ecuador ,6.714875507,7.073258764,0.358,201.7,7461.9,6.769,113.1,4.637,1636.5,101.4,1.992,1636.5
ECU180,Ecuador ,7.116511916,7.400746912,0.284,995.8,6251.9,7.175,105.1,4.72,1378.1,93.1,2.708,1378.1
ECU181,Ecuador ,7.623191692,7.851815494,0.229,115.3,5512.4,7.668,106.4,4.679,1550.4,95.7,2.025,1550.4
ECU182,Ecuador ,7.876531581,8.080439295,0.204,0,4772.9,7.906,104.1,4.652,1378.1,93.8,2.589,1378.1
ECU183,Ecuador ,8.914115494,9.414616249,0.501,134.4,15259.9,9.033,114.9,5.094,3531.4,104.5,1.864,3531.4
ECU184,Ecuador ,0.966188569,2.657018564,1.691,99.5,3882.4,1.428,112.3,5.155,1378.1,100,1.33,1378.1
ECU185,Ecuador ,2.901491952,3.406548031,0.505,24.2,3707.4,3.088,114.1,4.828,1378.1,104.7,1.405,1378.1
ECU186,Ecuador ,3.862439359,4.233409754,0.371,362.3,3248.5,4.034,107,4.297,1464.3,98,1.73,1464.3
ECU187,Ecuador ,5.068217417,5.568803973,0.501,0,3872.8,5.294,113.4,4.992,1464.3,102.7,1.331,1464.3
ECU188,Ecuador ,5.586682064,5.904018185,0.317,569,3544.6,5.77,108.5,4.303,1378.1,100.6,1.63,1378.1
ECU189,Ecuador ,5.984469596,6.377787604,0.393,711.3,3265.6,6.171,104.7,4.444,1378.1,96.9,1.88,1378.1
ECU190,Ecuador ,6.82920941,7.343204535,0.514,995.8,3922.1,7.018,115.5,4.918,1378.1,105,1.396,1378.1
ECU191,Ecuador ,7.740992066,8.120901506,0.38,995.8,3314.9,7.854,105.4,4.55,1464.3,98.3,1.655,1464.3
ECU192,Ecuador ,8.219119428,8.675010756,0.456,711.3,3314.9,8.411,108.2,4.782,1464.3,98.8,1.455,1464.3
ECU193,Ecuador ,9.039985384,9.469059575,0.429,995.8,3954.9,9.236,115.3,4.92,1378.1,104.9,1.345,1378.1
ECU194,Ecuador ,9.536102417,9.889194721,0.353,995.8,3544.6,9.729,108.2,4.643,1464.3,100.7,1.572,1464.3
ECU195,Ecuador ,9.969646131,10.34955557,0.38,711.3,3364.1,10.141,107.6,4.58,1464.3,99.7,1.651,1464.3
ECU196,Ecuador ,10.83049412,11.34001973,0.51,426.8,3938.5,11.047,117.1,4.806,1378.1,106,1.419,1378.1
ECU197,Ecuador ,11.72439869,12.10430813,0.38,995.8,3544.6,11.935,108.2,4.566,1464.3,99.6,1.718,1464.3
ECU198,Ecuador ,13.44516498,13.80719633,0.362,711.3,3561,13.648,104.9,4.634,1464.3,94.2,2.132,1464.3
