Codigo,Pais,T_Ini,T_Fin,Dif_T,Freq_B,Freq_A,T_Max,Ener,Max_Ent,Max_Freq,Max_poder,Min_Entropia,Frecuenca_pico
C1,Colombia,1.659,2.71,1.051,886.4,5250,1.765,113.4,4.361,3093.8,96,1.606,3093.8
C2,Colombia,3.519,4.875,1.356,1227.3,5659.1,4.475,111.9,4.098,2906.2,96.8,1.514,2906.2
C3,Colombia,5.34,7.12,1.78,1090.9,5522.7,5.6,111.9,4.855,1500,95.5,1.535,1500
C4,Colombia,7.828,9.588,1.76,1090.9,5181.8,9.349,113.3,4.084,2906.2,96.1,1.622,2906.2
C5,Colombia,10.376,12.156,1.78,1090.9,5522.7,11.867,114.9,4.684,2906.2,97.9,772,2906.2
C6,Colombia,13.107,15.676,2.569,1022.7,5250,14.032,116.8,4.748,2812.5,96.3,1.564,2812.5
C7,Colombia,16.465,18.225,1.76,954.5,5250,17.275,116.9,4.43,2906.2,100.3,1.535,2906.2
C8,Colombia,19.114,20.773,1.659,1022.7,5250,19.909,114.3,4.463,2906.2,96.6,1.394,2906.2
C9,Colombia,21.42,22.654,1.234,954.5,5386.4,21.547,112.2,4.126,3375,94.8,1.651,3375
C10,Colombia,23.443,25.061,1.618,818.2,5386.4,24.304,112.8,4.711,2906.2,95.1,1.552,2906.2
C11,Colombia,25.789,26.376,0.587,1090.9,5522.7,25.941,107.5,4.569,1500,94.1,1.852,1500
C12,Colombia,1.068,2.399,1.331,520.9,8941.5,1.852,116,5.281,3014.6,104.5,1.742,3014.6
C13,Colombia,2.509,3.798,1.289,1041.7,6163.6,2.601,106.2,4.951,2842.4,92.1,1.689,2842.4
C14,Colombia,3.977,4.618,0.641,868.1,8247,4.052,108.4,4.842,3014.6,96,1.77,3014.6
C15,Colombia,4.667,5.287,0.62,781.3,7292.1,4.748,106.3,4.831,2842.4,95.4,1.618,2842.4
C16,Colombia,5.418,7.383,1.965,1041.7,7293.5,5.486,112,5.55,3014.6,100,1.405,3014.6
C17,Colombia,5.411,5.459,0.048,3732.9,3732.9,5.433,62.3,0,3703.7,61.6,0,3703.7
C18,Colombia,8.694,10.024,1.33,339.2,9328.8,8.766,111.4,5.034,3273,99.3,1.527,3273
C19,Colombia,10.41,11.809,1.399,678.5,10007.3,10.466,112,5.183,3273,98.5,1.586,3273
C20,Colombia,12.216,13.436,1.22,1017.7,9328.8,12.272,111.4,5.149,3186.9,97.3,1.497,3186.9
C21,Colombia,13.829,14.973,1.144,678.5,9328.8,13.886,109,5.006,3186.9,97.4,1.727,3186.9
C22,Colombia,15.13,16.247,1.117,1187.3,9668.1,15.842,107.4,5.358,1378.1,93.2,1.638,1378.1
C23,Colombia,16.323,17.598,1.275,848.1,8311.2,17.107,111.9,5.295,2842.4,97.1,1.519,2842.4
C24,Colombia,17.681,18.908,1.227,848.1,7632.7,17.711,109.9,4.778,2842.4,95.5,1.368,2842.4
C25,Colombia,19.022,20.197,1.175,678.5,7632.7,19.046,105.6,5.172,2928.5,94.2,1.46,2928.5
C26,Colombia,20.88,22.727,1.847,848.1,9498.5,20.956,112.3,5.165,3186.9,98.1,1.494,3186.9
C27,Colombia,22.916,24.193,1.277,0,9159.2,23.597,110.4,4.799,2928.5,96.1,1.598,2928.5
C28,Colombia,24.291,26.23,1.939,339.2,9498.5,24.387,111.1,5.295,2928.5,96.4,1.623,2928.5
C29,Colombia,26.48,27.81,1.33,848.1,8141.5,26.546,110.6,5.076,3100.8,96.2,1.465,3100.8
C30,Colombia,28.432,29.685,1.253,508.8,10176.9,28.497,107.5,5.024,3100.8,97,1.394,3100.8
C31,Colombia,29.987,31.147,1.16,678.5,8311.2,30.11,106,4.933,1378.1,93,1.688,1378.1
C32,Colombia,2.726,4.25,1.524,694.5,5035,2.891,115.6,5.101,2842.4,104.2,1.804,2842.4
C33,Colombia,4.385,5.618,1.233,864.7,4972.1,4.528,108.6,4.914,2756.2,95.6,1.783,2756.2
C34,Colombia,6.116,8.147,2.031,756.6,5728.7,6.734,109.4,5.267,2842.4,93.9,1.792,2842.4
C35,Colombia,8.515,9.92,1.405,756.6,5674.6,8.638,109.7,5.086,2842.4,95.8,1.66,2842.4
C36,Colombia,10.562,12.08,1.518,756.6,5404.4,10.71,111.6,5.146,2842.4,99.4,1.566,2842.4
C37,Colombia,12.197,13.739,1.542,810.7,5728.7,12.295,109,5.035,3186.9,94.8,1.803,3186.9
C38,Colombia,14.547,15.874,1.327,864.7,6377.2,14.698,106,5.014,2756.2,93.8,1.775,2756.2
C39,Colombia,18.133,19.47,1.337,972.8,6107,18.204,107.4,5.212,3014.6,95.3,1.772,3014.6
C40,Colombia,19.729,21.18,1.451,648.5,6161,19.83,109.3,5.143,3100.8,96.8,1.781,3100.8
C41,Colombia,21.439,22.89,1.451,864.7,6161,21.496,111.5,5.171,3100.8,99.7,1.701,3100.8
C42,Colombia,23.243,24.684,1.441,864.7,6161,23.359,108.5,5.328,1464.3,91.8,1.819,1464.3
C43,Colombia,25.529,26.938,1.409,864.7,6917.6,25.67,110.5,5.368,2928.5,99.7,1.481,2928.5
C44,Colombia,27.115,29.654,2.539,972.8,6485.3,27.185,111.9,5.499,3100.8,96.5,1.608,3100.8
C45,Colombia,29.934,31.385,1.451,864.7,6161,30.023,109,5.166,3186.9,94.9,1.783,3186.9
C46,Colombia,31.849,33.238,1.389,864.7,7025.7,31.974,110.8,5.493,1550.4,96.5,1.779,1550.4
C47,Colombia,33.425,35.052,1.627,864.7,6593.4,34.47,110.7,5.532,1464.3,94.7,1.788,1464.3
C48,Colombia,35.86,37.467,1.607,1080.9,5728.7,35.997,110.9,5.205,2842.4,98.1,1.694,2842.4
C49,Colombia,37.674,39.113,1.439,864.7,6269.1,37.872,109,5.272,2756.2,95.4,2.011,2756.2
C50,Colombia,39.849,41.373,1.524,972.8,6215.1,40.02,109.5,5.038,2842.4,96.1,1.637,2842.4
C51,Colombia,42.109,43.519,1.41,864.7,6269.1,42.202,109,5.174,3100.8,96.9,1.595,3100.8
C52,Colombia,43.796,45.424,1.628,972.8,6107,43.903,111.3,5.349,3100.8,97.5,1.763,3100.8
C53,Colombia,2.726,4.25,1.524,694.5,5035,2.891,115.6,5.101,2842.4,104.2,1.804,2842.4
C54,Colombia,4.385,5.618,1.233,864.7,4972.1,4.528,108.6,4.914,2756.2,95.6,1.783,2756.2
C55,Colombia,6.116,8.147,2.031,756.6,5728.7,6.734,109.4,5.267,2842.4,93.9,1.792,2842.4
C56,Colombia,8.515,9.92,1.405,756.6,5674.6,8.638,109.7,5.086,2842.4,95.8,1.66,2842.4
C57,Colombia,10.562,12.08,1.518,756.6,5404.4,10.71,111.6,5.146,2842.4,99.4,1.566,2842.4
C58,Colombia,12.197,13.739,1.542,810.7,5728.7,12.295,109,5.035,3186.9,94.8,1.803,3186.9
C59,Colombia,14.547,15.874,1.327,864.7,6377.2,14.698,106,5.014,2756.2,93.8,1.775,2756.2
C60,Colombia,18.133,19.47,1.337,972.8,6107,18.204,107.4,5.212,3014.6,95.3,1.772,3014.6
C61,Colombia,19.729,21.18,1.451,648.5,6161,19.83,109.3,5.143,3100.8,96.8,1.781,3100.8
C62,Colombia,21.439,22.89,1.451,864.7,6161,21.496,111.5,5.171,3100.8,99.7,1.701,3100.8
C63,Colombia,23.243,24.684,1.441,864.7,6161,23.359,108.5,5.328,1464.3,91.8,1.819,1464.3
C64,Colombia,25.529,26.938,1.409,864.7,6917.6,25.67,110.5,5.368,2928.5,99.7,1.481,2928.5
C65,Colombia,27.115,29.654,2.539,972.8,6485.3,27.185,111.9,5.499,3100.8,96.5,1.608,3100.8
C66,Colombia,29.934,31.385,1.451,864.7,6161,30.023,109,5.166,3186.9,94.9,1.783,3186.9
C67,Colombia,31.849,33.238,1.389,864.7,7025.7,31.974,110.8,5.493,1550.4,96.5,1.779,1550.4
C68,Colombia,33.425,35.052,1.627,864.7,6593.4,34.47,110.7,5.532,1464.3,94.7,1.788,1464.3
C69,Colombia,35.86,37.467,1.607,1080.9,5728.7,35.997,110.9,5.205,2842.4,98.1,1.694,2842.4
C70,Colombia,37.674,39.113,1.439,864.7,6269.1,37.872,109,5.272,2756.2,95.4,2.011,2756.2
C71,Colombia,39.849,41.373,1.524,972.8,6215.1,40.02,109.5,5.038,2842.4,96.1,1.637,2842.4
C72,Colombia,42.109,43.519,1.41,864.7,6269.1,42.202,109,5.174,3100.8,96.9,1.595,3100.8
C73,Colombia,43.796,45.424,1.628,972.8,6107,43.903,111.3,5.349,3100.8,97.5,1.763,3100.8
C74,Colombia,2.726,4.25,1.524,694.5,5035,2.891,115.6,5.101,2842.4,104.2,1.804,2842.4
C75,Colombia,4.385,5.618,1.233,864.7,4972.1,4.528,108.6,4.914,2756.2,95.6,1.783,2756.2
C76,Colombia,6.116,8.147,2.031,756.6,5728.7,6.734,109.4,5.267,2842.4,93.9,1.792,2842.4
C77,Colombia,8.515,9.92,1.405,756.6,5674.6,8.638,109.7,5.086,2842.4,95.8,1.66,2842.4
C78,Colombia,10.562,12.08,1.518,756.6,5404.4,10.71,111.6,5.146,2842.4,99.4,1.566,2842.4
C79,Colombia,12.197,13.739,1.542,810.7,5728.7,12.295,109,5.035,3186.9,94.8,1.803,3186.9
C80,Colombia,14.547,15.874,1.327,864.7,6377.2,14.698,106,5.014,2756.2,93.8,1.775,2756.2
C81,Colombia,18.133,19.47,1.337,972.8,6107,18.204,107.4,5.212,3014.6,95.3,1.772,3014.6
C82,Colombia,19.729,21.18,1.451,648.5,6161,19.83,109.3,5.143,3100.8,96.8,1.781,3100.8
C83,Colombia,21.439,22.89,1.451,864.7,6161,21.496,111.5,5.171,3100.8,99.7,1.701,3100.8
C84,Colombia,23.243,24.684,1.441,864.7,6161,23.359,108.5,5.328,1464.3,91.8,1.819,1464.3
C85,Colombia,25.529,26.938,1.409,864.7,6917.6,25.67,110.5,5.368,2928.5,99.7,1.481,2928.5
C86,Colombia,27.115,29.654,2.539,972.8,6485.3,27.185,111.9,5.499,3100.8,96.5,1.608,3100.8
C87,Colombia,29.934,31.385,1.451,864.7,6161,30.023,109,5.166,3186.9,94.9,1.783,3186.9
C88,Colombia,31.849,33.238,1.389,864.7,7025.7,31.974,110.8,5.493,1550.4,96.5,1.779,1550.4
C89,Colombia,33.425,35.052,1.627,864.7,6593.4,34.47,110.7,5.532,1464.3,94.7,1.788,1464.3
C90,Colombia,35.86,37.467,1.607,1080.9,5728.7,35.997,110.9,5.205,2842.4,98.1,1.694,2842.4
C91,Colombia,37.674,39.113,1.439,864.7,6269.1,37.872,109,5.272,2756.2,95.4,2.011,2756.2
C92,Colombia,39.849,41.373,1.524,972.8,6215.1,40.02,109.5,5.038,2842.4,96.1,1.637,2842.4
C93,Colombia,42.109,43.519,1.41,864.7,6269.1,42.202,109,5.174,3100.8,96.9,1.595,3100.8
C94,Colombia,43.796,45.424,1.628,972.8,6107,43.903,111.3,5.349,3100.8,97.5,1.763,3100.8
C95,Colombia,2.726,4.25,1.524,694.5,5035,2.891,115.6,5.101,2842.4,104.2,1.804,2842.4
C96,Colombia,4.385,5.618,1.233,864.7,4972.1,4.528,108.6,4.914,2756.2,95.6,1.783,2756.2
C97,Colombia,6.116,8.147,2.031,756.6,5728.7,6.734,109.4,5.267,2842.4,93.9,1.792,2842.4
C98,Colombia,8.515,9.92,1.405,756.6,5674.6,8.638,109.7,5.086,2842.4,95.8,1.66,2842.4
C99,Colombia,10.562,12.08,1.518,756.6,5404.4,10.71,111.6,5.146,2842.4,99.4,1.566,2842.4
C100,Colombia,12.197,13.739,1.542,810.7,5728.7,12.295,109,5.035,3186.9,94.8,1.803,3186.9
C101,Colombia,14.547,15.874,1.327,864.7,6377.2,14.698,106,5.014,2756.2,93.8,1.775,2756.2
C102,Colombia,18.133,19.47,1.337,972.8,6107,18.204,107.4,5.212,3014.6,95.3,1.772,3014.6
C103,Colombia,19.729,21.18,1.451,648.5,6161,19.83,109.3,5.143,3100.8,96.8,1.781,3100.8
C104,Colombia,21.439,22.89,1.451,864.7,6161,21.496,111.5,5.171,3100.8,99.7,1.701,3100.8
C105,Colombia,23.243,24.684,1.441,864.7,6161,23.359,108.5,5.328,1464.3,91.8,1.819,1464.3
C106,Colombia,25.529,26.938,1.409,864.7,6917.6,25.67,110.5,5.368,2928.5,99.7,1.481,2928.5
C107,Colombia,27.115,29.654,2.539,972.8,6485.3,27.185,111.9,5.499,3100.8,96.5,1.608,3100.8
C108,Colombia,29.934,31.385,1.451,864.7,6161,30.023,109,5.166,3186.9,94.9,1.783,3186.9
C109,Colombia,31.849,33.238,1.389,864.7,7025.7,31.974,110.8,5.493,1550.4,96.5,1.779,1550.4
C110,Colombia,33.425,35.052,1.627,864.7,6593.4,34.47,110.7,5.532,1464.3,94.7,1.788,1464.3
C111,Colombia,35.86,37.467,1.607,1080.9,5728.7,35.997,110.9,5.205,2842.4,98.1,1.694,2842.4
C112,Colombia,37.674,39.113,1.439,864.7,6269.1,37.872,109,5.272,2756.2,95.4,2.011,2756.2
C113,Colombia,39.849,41.373,1.524,972.8,6215.1,40.02,109.5,5.038,2842.4,96.1,1.637,2842.4
C114,Colombia,42.109,43.519,1.41,864.7,6269.1,42.202,109,5.174,3100.8,96.9,1.595,3100.8
C115,Colombia,43.796,45.424,1.628,972.8,6107,43.903,111.3,5.349,3100.8,97.5,1.763,3100.8
C116,Colombia,1.239,1.734,0.495,1215.4,4948.2,1.37,88.2,4.734,1464.3,77.5,1.601,1464.3
C117,Colombia,3.177,3.651,0.474,1128.5,5035,3.291,87.2,4.676,1464.3,78.9,1.509,1464.3
C118,Colombia,4.976,5.45,0.474,1128.5,5208.7,5.172,90.1,4.821,1464.3,81,1.55,1464.3
C119,Colombia,7.647,8.218,0.571,1128.5,4948.2,7.79,88.3,4.943,1550.4,77.8,1.532,1550.4
C120,Colombia,9.287,9.686,0.399,1128.5,5208.7,9.445,90.1,4.695,1464.3,81.1,1.635,1464.3
C121,Colombia,14.848,15.246,0.398,1128.5,5208.7,14.983,88.4,4.603,1464.3,80.7,1.57,1464.3
C122,Colombia,16.582,17.142,0.56,1128.5,5295.5,16.753,93.3,4.924,1464.3,82.4,1.458,1464.3
C123,Colombia,18.764,19.216,0.452,1128.5,5555.9,18.924,91,4.828,1464.3,80.7,1.625,1464.3
C124,Colombia,20.444,20.799,0.355,1128.5,5295.5,20.538,84.7,4.88,1464.3,74.9,1.858,1464.3
C125,Colombia,21.833,22.253,0.42,1041.7,4948.2,21.949,86.1,4.696,1464.3,76.6,1.722,1464.3
C126,Colombia,23.326,23.8,0.474,1215.4,5382.3,23.504,97.6,4.741,1464.3,87.5,1.477,1464.3
C127,Colombia,24.198,24.629,0.431,1215.4,5035,24.294,90.6,4.617,1550.4,81.8,1.639,1550.4
C128,Colombia,25.641,26.148,0.507,1128.5,5295.5,25.774,95.7,4.754,1550.4,85.3,1.513,1550.4
C129,Colombia,30.353,30.881,0.528,1215.4,5642.7,30.43,97,4.696,1550.4,87,1.514,1550.4
C130,Colombia,31.699,32.229,0.53,1128.5,5382.3,31.747,96.7,4.831,1636.5,87.6,1.551,1636.5
C131,Colombia,33.382,33.942,0.56,1041.7,5382.3,33.448,97.3,4.688,1636.5,88.2,1.54,1636.5
C132,Colombia,35.374,35.978,0.604,1128.5,5382.3,35.556,95.7,4.798,1464.3,87.4,1.635,1464.3
C133,Colombia,39.158,39.675,0.517,1215.4,5382.3,39.207,93,4.671,1636.5,82.5,1.625,1636.5
C134,Colombia,41.662,42.158,0.496,1041.7,4948.2,41.761,93.8,4.623,1550.4,85.3,1.568,1550.4
C135,Colombia,42.922,43.515,0.593,954.9,5295.5,43.021,97.6,4.624,1550.4,87.1,1.51,1550.4
C136,Colombia,44.603,45.238,0.635,1215.4,5382.3,44.681,95.6,4.696,1636.5,86.1,1.629,1636.5
C137,Colombia,46.53,47.208,0.678,1215.4,5382.3,46.602,95.4,4.817,1550.4,85.7,1.543,1550.4
C138,Colombia,48.609,49.223,0.614,1215.4,5642.7,48.681,94.8,4.901,1636.5,85.9,1.666,1636.5
C139,Colombia,1.195,1.69,0.495,495,1050,1.318,87.1,4.94,1464.3,76.6,1.657,1464.3
C140,Colombia,3.135,3.593,0.458,459,1086.4,3.245,86.1,4.614,1464.3,77.4,1.612,1464.3
C141,Colombia,4.949,5.406,0.457,457,1108.3,5.126,88.8,4.527,1464.3,79.5,1.586,1464.3
C142,Colombia,7.613,8.056,0.443,443,1108.3,7.773,87,4.694,1464.3,77.1,1.546,1464.3
C143,Colombia,9.254,9.685,0.431,430,991.7,9.398,88.9,4.951,1464.3,80.7,1.622,1464.3
C144,Colombia,14.796,15.272,0.476,476,1050,14.936,87.2,4.797,1464.3,78.6,1.572,1464.3
C145,Colombia,16.548,17.045,0.497,497,1050,16.701,92,4.671,1464.3,81.8,1.438,1464.3
C146,Colombia,18.72,19.184,0.464,464,1050,18.878,89.6,4.691,1464.3,80.4,1.676,1464.3
C147,Colombia,20.41,20.729,0.319,320,1050,20.492,83.4,4.239,1464.3,73.9,1.64,1464.3
C148,Colombia,21.812,22.124,0.312,312,816.7,21.896,85.1,4.418,1464.3,74.9,1.798,1464.3
C149,Colombia,23.277,23.772,0.495,495,933.3,23.458,96.4,4.604,1464.3,87.3,1.473,1464.3
C150,Colombia,24.117,24.566,0.449,449,1050,24.247,89.6,4.557,1550.4,80.6,1.687,1550.4
C151,Colombia,25.609,26.119,0.51,510,1166.7,25.728,94.4,4.616,1550.4,84,1.521,1550.4
C152,Colombia,30.298,30.801,0.503,502,816.7,30.377,95.7,4.488,1550.4,85.7,1.519,1550.4
C153,Colombia,31.643,32.092,0.449,449,933.3,31.701,95.3,4.792,1636.5,86.4,1.619,1636.5
C154,Colombia,33.336,33.808,0.472,472,933.3,33.402,96,4.774,1636.5,86.9,1.569,1636.5
C155,Colombia,35.344,35.849,0.505,505,1166.7,35.509,94.3,4.731,1464.3,86.3,1.633,1464.3
C156,Colombia,36.115,36.594,0.479,480,933.3,36.31,90.8,4.16,1550.4,81.4,1.475,1550.4
C157,Colombia,39.097,39.552,0.455,455,933.3,39.16,91.7,4.871,1636.5,81.8,1.655,1636.5
C158,Colombia,41.622,42.102,0.48,480,933.3,41.715,92.6,4.581,1550.4,83.9,1.492,1550.4
C159,Colombia,26,1.519,-24.481,989.2,4080.3,70,107.1,4.64,1550.4,91.8,1.627,1550.4
C160,Colombia,2.083,3.681,1.598,906.7,3915.4,2.345,108.4,4.509,1636.5,93.1,1.499,1636.5
C161,Colombia,4.197,5.115,0.918,1030.4,4080.3,4.998,105.2,4.567,3100.8,91.1,1.753,3100.8
C162,Colombia,6.372,7.332,0.96,904.6,4127.3,6.502,107.3,4.564,3100.8,92.8,1.836,3100.8
C163,Colombia,8.207,9.098,0.891,1074.2,4127.3,8.307,104.6,4.455,1636.5,90.1,1.786,1636.5
C164,Colombia,10.095,11.013,0.918,1130.8,4014.2,10.194,107,4.541,1636.5,92.2,1.864,1636.5
C165,Colombia,12.192,13.089,0.897,1074.2,4014.2,12.992,105.3,4.653,3186.9,89.4,1.978,3186.9
C166,Colombia,14.107,15.061,0.954,1130.8,3957.7,14.292,107.6,4.598,3014.6,93.3,1.588,3014.6
C167,Colombia,16.605,17.697,1.092,1074.2,4127.3,16.718,105.9,4.663,1550.4,92.6,1.609,1550.4
C168,Colombia,18.583,19.532,0.949,1074.2,3957.7,18.709,106.8,4.416,1550.4,95,1.559,1550.4
C169,Colombia,21.074,21.986,0.912,1017.7,4183.8,21.188,105.1,4.692,1550.4,93.1,1.59,1550.4
C170,Colombia,22.825,23.87,1.045,961.2,4099,22.935,107,4.525,1550.4,94.7,1.522,1550.4
C171,Colombia,24.677,25.795,1.118,1074.2,4127.3,24.787,106.8,4.495,1550.4,90.6,1.711,1550.4
C172,Colombia,26.493,27.405,0.912,1130.8,3957.7,26.535,103.3,4.574,3789.8,87.3,1.726,3789.8
C173,Colombia,28.202,29.283,1.081,1074.2,4014.2,28.311,106.8,4.646,1550.4,92.9,1.602,1550.4
C174,Colombia,30.001,31.241,1.24,1074.2,4070.8,30.093,105.1,4.712,1550.4,90.8,1.654,1550.4
C175,Colombia,31.599,32.575,0.976,1074.2,3957.7,31.8,106.7,4.397,1464.3,91.9,1.815,1464.3
C176,Colombia,33.437,34.571,1.134,1074.2,3957.7,33.535,106.4,4.598,1550.4,92.1,1.755,1550.4
C177,Colombia,38.184,39.202,1.018,1074.2,4070.8,38.278,106.6,4.596,1550.4,92.8,1.621,1550.4
C178,Colombia,40.085,41.218,1.133,1017.7,4014.2,40.24,106.9,4.57,1550.4,92,1.653,1550.4
C179,Colombia,41.756,42.727,0.971,961.2,3788.1,41.906,108.2,4.557,1550.4,96,1.844,1550.4
C180,Colombia,29.868,32.444,2.576,869,5431,30.029,102.9,5.001,1378.1,90.9,1.528,1378.1
C181,Colombia,33.303,35.545,2.242,869,5322.4,33.443,102.2,4.818,1464.3,88.5,1.747,1464.3
C182,Colombia,36.346,38.455,2.109,977.6,5431,37.187,102.5,4.766,1378.1,92,1.485,1378.1
C183,Colombia,40.79,43.326,2.536,869,5213.8,40.977,104.2,5.057,1378.1,93.5,1.421,1378.1
C184,Colombia,48.435,51.651,3.216,869,5322.4,48.599,104,4.737,1378.1,93.1,2.765,1378.1
C185,Colombia,52.935,56.071,3.136,977.6,5431,53.052,103.1,4.585,1378.1,88.1,2.935,1378.1
C186,Colombia,56.944,59.6,2.656,651.7,5431,57.121,104.9,4.751,1378.1,93.9,1.586,1378.1
C187,Colombia,60.387,62.816,2.429,760.3,5431,60.569,102.5,4.85,1378.1,88.8,1.648,1378.1
C188,Colombia,67.553,69.942,2.389,977.6,5322.4,67.646,103.5,4.796,1550.4,87.3,1.693,1550.4
C189,Colombia,71.036,73.038,2.002,977.6,5213.8,71.175,102.6,4.865,1464.3,87.3,1.834,1464.3
C190,Colombia,74.186,76.508,2.322,869,4996.6,74.344,103.5,4.762,1464.3,88.3,1.428,1464.3
C191,Colombia,77.793,79.808,2.015,869,5431,77.88,102.8,4.826,1636.5,88.5,1.587,1636.5
C192,Colombia,80.516,82.104,1.588,869,4996.6,80.614,102.1,5.012,1550.4,89.3,1.663,1550.4
C193,Colombia,84.307,86.495,2.188,869,5267.5,84.399,103.6,4.93,1464.3,87.9,1.599,1464.3
C194,Colombia,88.204,90.152,1.948,857.5,5635,88.305,102.8,4.776,1464.3,88.7,1.668,1464.3
C195,Colombia,91.375,93.003,1.628,857.5,5635,91.458,103.1,4.788,1464.3,89.1,1.582,1464.3
C196,Colombia,94.231,95.859,1.628,735,5267.5,94.354,101.9,4.841,1464.3,87,1.912,1464.3
C197,Colombia,100.947,103.643,2.696,980,5145,101.024,102.7,4.879,1464.3,86.4,1.926,1464.3
C198,Colombia,108.093,110.055,1.962,735,5145,108.188,104.2,4.944,1550.4,91.4,1.677,1550.4
C199,Colombia,111.536,113.444,1.908,980,5267.5,111.688,104.4,4.777,1464.3,91,1.578,1464.3
C200,Colombia,114.459,116.381,1.922,735,5635,114.596,104.5,4.792,1464.3,90.9,1.545,1464.3
C201,Colombia,7.352,8.521,1.169,986.4,3829.7,7.471,81.4,4.337,1464.3,66,2.257,1464.3
C202,Colombia,9.162,11.075,1.913,1044.5,3483.7,9.329,82.5,4.26,1378.1,68.8,1.605,1378.1
C203,Colombia,11.905,12.89,0.985,1044.5,3655.7,12.08,82.1,4.247,1464.3,71.7,1.384,1464.3
C204,Colombia,13.382,15.084,1.702,1044.5,3597.6,14.652,77.2,4.435,1464.3,62.2,1.883,1464.3
C205,Colombia,16.407,17.319,0.912,1102.5,3597.6,16.538,81,4.228,1378.1,68.4,1.586,1378.1
C206,Colombia,18.314,19.196,0.882,1160.5,3684.7,18.454,82.8,4.22,1464.3,71.3,1.48,1464.3
C207,Colombia,20.314,21.36,1.046,1102.5,3771.7,20.474,83.8,4.324,1464.3,73.1,1.439,1464.3
C208,Colombia,22.257,23.201,0.944,1044.5,3829.7,22.378,82.4,4.226,1464.3,70.6,1.474,1464.3
C209,Colombia,23.98,24.872,0.892,1102.5,3771.7,24.079,81.7,4.272,1464.3,70.1,1.624,1464.3
C210,Colombia,26.113,27.046,0.933,1102.5,3655.7,26.244,82.2,4.356,1464.3,70.7,1.544,1464.3
C211,Colombia,28.391,29.139,0.748,1102.5,3771.7,28.52,81.6,4.283,1464.3,69.5,1.478,1464.3
C212,Colombia,30.606,32.913,2.307,1044.5,3655.7,30.714,84.6,4.203,1464.3,69.3,1.758,1464.3
C213,Colombia,35.504,36.59,1.086,986.4,3655.7,35.614,82.5,4.332,1550.4,71.6,1.467,1550.4
C214,Colombia,37.462,38.457,0.995,1102.5,3539.6,37.581,85,4.257,1550.4,75.5,1.464,1550.4
C215,Colombia,39.616,40.559,0.943,1044.5,3713.7,39.747,83.2,4.239,1464.3,72.5,1.53,1464.3
C216,Colombia,0.357,2.015,1.658,944.9,3874,0.469,107.1,4.474,1500,93.8,1.377,1500
C217,Colombia,3.758,5.271,1.513,1133.9,3968.5,4.16,108.5,4.375,1593.8,94.8,1.328,1593.8
C218,Colombia,6.941,8.599,1.658,944.9,4063,7.349,108.2,4.448,1593.8,94.9,1.447,1593.8
C219,Colombia,9.693,12.218,2.525,944.9,5385.8,11.227,111.5,4.787,1593.8,98,1.375,1593.8
C220,Colombia,13.04,14.817,1.777,944.9,5291.3,13.072,106.9,5.22,3375,92.5,1.87,3375
C221,Colombia,16.603,18.363,1.76,1039.4,5574.8,17.152,112.5,4.876,1593.8,100.5,1.338,1593.8
C222,Colombia,20.965,22.59,1.625,850.4,6047.2,21.413,111.2,5.024,1593.8,99.1,1.331,1593.8
C223,Colombia,23.017,24.7,1.683,944.9,5480.3,24.368,108.5,4.874,1593.8,94.3,1.446,1593.8
C224,Colombia,26.485,28.126,1.641,1039.4,5669.3,26.539,108.5,4.804,1593.8,95.8,1.453,1593.8
C225,Colombia,29.14,30.823,1.683,1228.3,5385.8,29.179,110,5.011,1593.8,96.5,1.226,1593.8
C226,Colombia,32.413,34.003,1.59,1039.4,5574.8,32.464,108.4,5.02,1593.8,94.6,1.512,1593.8
C227,Colombia,34.567,35.961,1.394,850.4,5763.8,34.624,108.8,4.964,1593.8,96,1.472,1593.8
C228,Colombia,36.862,38.596,1.734,1039.4,5952.8,36.923,107.4,5.023,1500,96.3,1.631,1500
C229,Colombia,39.527,40.853,1.326,850.4,5574.8,40.512,112.3,4.389,1593.8,99,1.313,1593.8
C230,Colombia,41.865,43.676,1.811,1133.9,5574.8,41.963,111.4,4.982,1593.8,98.4,1.727,1593.8
C231,Colombia,45.564,47.128,1.564,1039.4,5669.3,45.771,112.8,4.677,1500,101.7,1.38,1500
C232,Colombia,47.307,48.965,1.658,1133.9,5196.9,47.899,110.6,4.64,1406.2,95.8,1.595,1406.2
C233,Colombia,0.576,2.424,1.848,1227.7,4910.8,0.888,107.1,4.606,1378.1,91.2,1.573,1378.1
C234,Colombia,3.6,5.328,1.728,1043.5,4665.2,3.762,106.8,4.487,1378.1,92.9,1.628,1378.1
C235,Colombia,5.772,7.511,1.74,1166.3,4542.5,6.194,107.2,4.397,1464.3,94.8,1.642,1464.3
C236,Colombia,8.339,8.399,0.06,2885.1,2885.1,8.388,49.2,0,2842.4,48.4,0,2842.4
C237,Colombia,8.627,9.923,1.296,1164.9,4570,8.806,107.3,4.401,1378.1,94.9,1.574,1378.1
C238,Colombia,11.324,13.088,1.764,1254.5,4570,11.442,110.1,4.388,1464.3,96,1.585,1464.3
C239,Colombia,14.387,15.802,1.416,985.7,4838.8,14.489,108.2,4.644,1464.3,95,1.432,1464.3
C240,Colombia,16.426,18.19,1.764,1344.1,4928.4,16.55,108.1,4.369,1378.1,94.8,1.426,1378.1
